index,title,topic_idx
771,도시재생 통한 혁신지구 건설 허용…점 단위 개발 지원 ‘인정제도’ 도입,3
772,맹성규 의원 “건설현장에 여성 편의시설 설치 필요”,3
773,삼성물산 건설사 취업인기 순위 1위,3
774,해외수주 돈 버는 대형건설사들 ‘집 밖 갑질’로 하도급사 울려,3
775,서울 부산 이어 경기도도 ‘건설근로자 전자카드제’ 도입,3
776,건설업자 NO 건설사업자 YES,3
777,전문건설 임직원 육아휴직 눈치 덜 봐도 된다,3
778,건설기계기사 등 4개 직종 ‘특고지침’ 대상에 추가된다,3
779,건설 정상화를 위한 잰걸음,3
780,정무위원회 개점휴업에 건설관련 법안 처리도 ‘만만디’,3
781,당정·공공발주기관·건설업계 ‘공정·상생 건설’ 위해 맞손,3
782,‘건설산업 노사정 갈등해소센터’ 개소…상생·공정문화 확산한다,3
783,음성에 중소기업 근로자 전용주택 건설 추진…도입근거 법제화,3
784,“난민신청자 건설업 취업금지 부당하다”,3
785,모로코 강진 계기···정부 민간건축물 내진보강 서두른다,3
786,용인시 건축 인허가 빨라진다…11개 관련 부서 추진단 구성,3
787,국가건축정책위 신임위원장에 권영걸 서울디자인재단 이사장,3
788,지난해 전국 건축물 총 735만4340동… 연면적은 41억3000만㎡,3
789,국토부 “건축규제 정비 및 행정 절차 간소화”,3
790,공공임대주택 표준건축비 6년만에 9.8% 인상된다,3
791,일조권 확보 위한 건축물 높이제한 기준 완화,3
792,공공 임대주택 표준건축비 현실화 추진,3
793,“이태원 건축물 불법 증·개축 인도 점령 등 개선 시급…참사 원인 중 하나일 수 있어”,3
794,1기 신도시 재건축 선도지구 빠짐없이 5곳 전부 지정한다,3
795,재건축 부담금 평균 절반으로 낮춘다…초과이익 1억이하 면제,3
796,여 ‘부모 급여’ 도입·신도시 재건축…“정기국회 10대 법안”,3
797,국토부 건축행정 평가 발표…최우수 지자체에 ‘강원도·세종시’,3
798,8월부터 건축물 해체 현장 변경사항 발생 시 허가 받아야,3
799,인수위 “1기 신도시 재건축 중장기 국정과제로 검토 중”,3
800,자잿값 폭등 여파에…국토부 “이르면 6월 건축비 인상” 검토,3
801,“허가권자가 감리 지정해야”…광주시 건축법 개정 요청,3
802,경제자유구역청 건축행정 빨라진다…‘클라우드 세움터’ 도입,3
803,세종국회의사당 기본계획 수립용역 낙찰예정자에 희림건축,3
804,“그린리모델링-제로에너지건축 통해 내년 2만5000개 일자리 창출”,3
805,장기 방치 건축물 철거않고 리모델링 가능해져,3
806,400개 건축허가 규정 통합…‘한국건축규정’ 제정,3
807,한국건축문화대상에 ‘제정구 커뮤니티센터’ 등 4점 선정,3
808,복합수소충전소 건축면적 완화…공동주택 동간 거리 단축,3
809,건축행정 우수 지자체에 경남도·대구시 등 21곳 선정,3
810,입법조사처 “필수시설 갖춘 가설건축물도 숙소로 인정을”,3
811,재개발 재건축 도시재생,3
812,공공재건축 선도사업 후보지 5곳 선정…공공 주도 도심 개발 순조,3
813,공공 재개발·재건축 사업기간 5년내로 단축,3
814,공공건축물 그린리모델링 지역거점 플랫폼 선도기관 선정,3
815,서울시 ‘저층주거지 리모델링’ 수평증축 더 넓게…건폐율·건축선 제한 푼다,3
816,국토부 건축설비 신기술 성능·설치기준 인정제도 도입,3
817,낡은 공공임대 15곳 재건축… 112개 단지는 그린리모델링 등 전략정비,3
818,공공재건축 기부채납 임대주택 ‘전용 85㎡’까지 가능,3
819,국토부 건축허가 간소화·스마트건축 로드맵 수립 등 규제개선 방안 마련,3
820,공공건축물 계획설계비 10% 추가 반영 허용,3
821,‘공공재건축 같이 추진해요’ 국토부-서울시 TF 구성,3
822,당정 강남 재건축 용적률 상향 검토…“10만호 이상 공급”,3
823,건축현장 상주감리 확대하고 현장관리인의 이탈 과태료 상향,3
824,‘제주판 건축 규제 프리’ 도시계획 개정조례 내달 시행,3
825,홍남기 부총리 “공공건축물도 제로 에너지화 과감히 추진해야”,3
826,합헌 판결받은 재건축 초과이익 환수제 ‘부활’…징수 재개,3
827,설계-시공 칸막이 없애려는 공정위에 국가건축정책위 ‘반대’ 입장 밝혀,3
828,세움터 클라우드 기반으로 새 단장…건축행정 쉽고 빨라진다,3
829,‘국가·도시건축의 이정표’ 6기 국가건축정책위 구성…19일 출범,3
830,광주시 도서관·인권타운 등 신축 공공건축물 인권 영향평가,3
831,국토부 분양가 산정 기준 개선…기본형건축비 내려갈 듯,3
832,창의적 건축물은 건폐율 특례 등 활성화…미래 건축산업 청사진 그린다,3
833,승효상 위원장 “공공건축 절차 특화한 특별법 제정 연내 추진”,3
834,뉴딜사업에 민간 건축가 참여…충남도 공공 건축가제 시행,3
835,전문공사 지명경쟁입찰 상한 2억으로 상향,3
836,공사 현장 내년부터 화장실 ‘남 30명·여 20명당’ 1개 이상 설치해야,3
837,공동주택 공사 지역업체 참여율 높인다···울산시·구·군 협약,3
838,시공현장 동영상 촬영 모든 공사로 확대 추진,3
839,울산 공동주택 공사에 지역업체 참여 시 용적률 최대 20% 완화,3
840,도로공사 건설공사 직접시공제 비율 선진국 수준 확대한다,3
841,“5억 미만 소규모공사에 종합업체 진출 제한”···국회서 건산법 개정안 발의,3
842,“지역건설 활성화하려면 불공정 관행 개선·대형공사 참여 확대 필요”,3
843,조달청 추석 명절 전 공사대금 조기 지급,3
844,‘민간공사 도급계약서 물가변동 조정방식’ 구체화···31일부터 시행,3
845,공사 계약단계부터 꼼수 난무···​​​​​상생제도는 이익 극대화에 악용,3
846,권익위 공공 부실공사 신고기한 하자책임 종료까지 연장 추진,3
847,“중소 지역건설사 공사참여 확대 위해 가산점 등 정책 지원 필요”,3
848,전자카드 소규모 공사는 ‘모바일 앱’ 활용 가능해진다,3
849,부산도시공사 공공분야 건설 전 과정에 외부 전문가 참여,3
850,SH공사 서울형 감리 도입···“감리사 권한강화·비용 직접지급”,3
851,민간공사도 자재값 상승분 보전 받을 길 열린다···표준도급계약 개정,3
852,여당 “부실 공사하면 회사 문 닫을 정도로 법·제도 강화할 것”,3
853,윤 대통령 “아파트 지하주차장 부실공사 전수조사하라”,3
854,오세훈 부실공사와 전면전···“민간도 공사현장 영상 남겨야”,3
855,광역지자체장들 “전문공사업 등록업무는 소관 협회에 위탁해야”,3
856,조달청 유자격자명부제 공사배정 규모 조정···“등급간 불균형 해소”,3
857,“예산 부족”···공공공사 물가변동 외면 속출,3
858,급증하는 공사비 갈등···도급계약서에 증액·검증조항 의무화,3
859,1분기 건설공사 계약액 68조4000억···전년 동기 대비 6.3% ↓,3
860,원희룡 장관 “시멘트값 인상발 공사비 분쟁 없어야”,3
861,적정 공사기간 산정 위한 표준공정표 만든다,3
862,공사비 10%를 유보금 설정…제때 안 주고 볼모로 악용,3
863,“하도대 지급시스템 민간공사로 확대”…심상정 의원 법개정안 대표발의,3
864,“공공공사 하도급계획서 중복 제출 등 개선해야”,3
865,조달청 공사용 자재 물가변동 검토기간 대폭 축소한다,3
866,경남도 ‘건설공사 하도급 적정성 검토 매뉴얼’ 제작,3
867,건설공사 때 화재 위험 있는 공종 동시작업 금지된다,3
868,정부공사 발주 시 적용하는 간접공사비 기준 소폭 인상,3
869,공사비 0.5% 넘는 자재 가격 15% 이상 오르면  계약금액 조정할 수 있다,3
870,충남도 발전사 건설공사 지역기업 참여 늘릴 방안 찾는다,3
871,“순공사원가의 98% 안되는 지자체 공사 투찰 배제·부당특약도 무효”,3
872,스마트건설 시동…공사비 산정기준 마련 착수,3
873,기재차관 한강터널공사 현장 방문…“상반기 투자 달성 총력”,3
874,재료비·경비 물가반영 보정 때 ‘건설공사비지수’ 적용,3
875,국토교통 규개위 아파트 사전방문제도 개선·건설공사 실적신고 간소화 등 추진,3
876,서울시 공사비 분쟁 사전 방지…검증 의무화·증액 신고제,3
877,경기도 “건축주에 공사감리자 선택권 줘야”…국토부에 건의,3
878,나라장터 공사계약 데이터 한눈에…‘공공공사 시각화 서비스’,3
879,경남 지역건설업체 공사수주율 50% 달성한다…도 종합대책 마련,3
880,울산시 공공기관에 공사 계약시 ‘지역업체 우선’ 요청,3
881,지자체 공사계약 보증금 10%로 인하…“건설기업 부담 1조5000억 감소할 것”,3
882,조달청 “설계적정성 검토···공공공사 조기발주 견인”,3
883,정부 상반기 재정 신속집행 규모 383조원으로 확대…공공공사 발주도 역대 최대,3
884,공공지원 민간임대 하자보수 완료해야 공사비 잔금 받는다,3
885,“올해 공공공사 발주 규모 38조 넘는다”,3
886,LH 올해 10조원 공사·용역 발주…“경기 회복 돕는다”,3
887,적정공사비 반영 강화·계약금액 조정 시간단축 등 규제혁신,3
888,원격조종·모듈러 건설현장 도입 본격화…공사비 기준 마련,3
889,올 겨울 한파에도…하도급사 대표 공사비 미지급 원청 본사 1인시위 속출,3
890,분쟁시 ‘조정’ 적극 활용하고…소송은 공사 종료 전 해야 유리,3
891,지자체 공사도 상반기 조기 발주,3
892,1월 이어 2월에도…속도내는 공사 조기발주 분위기,3
893,전남도 9000억원 규모 공사·용역 발주…상반기 90% 집중,3
894,충남 공공 건설공사 발주금액 4조1000억원…작년보다 20% 증가,3
895,원희룡 장관 “민간임대주택 하자 해결한 뒤 공사비 잔금 지급”,3
896,공공공사 물가 반영 더욱 빨라진다…국토부 표준시장단가 관리계획 마련,3
897,국제입찰 대상금액 상향…정부 발주공사 83억 공공기관은 249억 이상,3
898,지자체 공사 입찰·계약보증금 50% 인하 특례 6개월 연장키로,3
899,정부 내년부터 지자체 공사 입찰업체 부담 완화한다,3
900,SH공사 70억원 이상 공사도 ‘직접시공’…“부실시공 근절”,3
901,대전시 10억원 미만 건설공사비 현실화…‘설계지침’ 마련,3
902,주택공사 감리원 자격 총경력 4년 이하→ 6년 미만 완화,3
903,건설업계 “화물연대 파업에 공사 골든타임 놓쳐”...정부 업무개시명령,3
904,이원재 국토부 1차관 “공사 중단 건설현장 250곳 넘어”,3
905,공사 방해 목적 건설현장·진입로 점거행위 법으로 막는다,3
906,지자체 공사계약보증금 10%로…중소기업 부담 완화,3
907,하반기 정부공사비 산정 적용 자재가격 결정…상반기 대비 10.27%↑,3
908,“지방국토관리청 건설공사 품질검사 외면받는다”…서비스·인력 부족,3
909,건설사업자 불편 야기하는 공사 발주절차 간소화,3
910,민간 건설 공사비에 ‘물가상승률’ 반영된다,3
911,광주 건축공사 콘크리트 양생관리 조례 첫 도입…부실시공 막나,3
912,서울시 발주 공사 공무원이 직접 감리한다…성산대교 시범적용,3
913,건설근로자 전자카드제 공공 50억·민간 100억원 이상 공사로 적용 확대,3
914,유지보수 민간공사 실적증명서도 온라인 발급,3
915,건설업 별도 최저임금…‘건설공사 적정임금제’ 2023년 1월 시행,3
916,공공공사 대금유용·체불 차단…대금지급시스템 통해 원·하청 등 구분 지급,3
917,3억5000만원 미만 전문공사 종합 수주제한…개정 건설공사 발주 세부기준 고시,3
918,정부 민간공사에도 단품슬라이딩 제도 도입 검토,3
919,종합건설 수주 제한 ‘3억5000만원 이하 공사’로 높인다,3
920,정부 자재가격 상승분 공사비 적기 반영 위해 제도개선 추진,3
921,‘밑지는 공사 블랙홀’을 이겨내자,3
922,‘주택건설공사 감리 강화해야’…조오섭 의원 주택법 개정안 발의,3
923,공사비 급등 반영 외면 ‘셧다운’ 확산…건설대란 오나,3
924,LH 한-베트남 산업단지 조성공사 입찰 진행…486억원 규모,3
925,자잿값 폭등에 휘청이는 건설현장…공사중단 사태까지,3
926,조달청 2022년 간접공사비 적용기준 발표…25일 공고분부터 적용,3
927,정부 “공공·민간공사 자잿값 변동 계약금액 조정 대상”,3
928,건설공사 부실벌점 산정 내년 1월부터 합산 시행,3
929,서울시 공공 발주공사 원청사 책임 늘린다…직접 시공 확대,3
930,“공사할수록 손해”…우크라 사태 장기화에 건설업계 ‘비상’,3
931,“쪼개기로 발주해도 공사 목적·내용 같다면 동일한 공사로 간주 관련 규제 적용받아야”,3
932,작년 건설공사 계약액 288조9000억원…전년비 10.5% ↑,3
933,공사대금 청구·지급시스템 제도 개선한다,3
934,“종합건설서 소형 공사까지 잠식 전문건설 생존권 위협”,3
935,늘어나는 민간공사 대금 체불…정부 방지대책 마련 나선다,3
936,원도급업체들 하도급 공사대금 설 전 조기지급 확대,3
937,“허가권자가 공사감리 지정하도록”…건축법 개정안 발의,3
938,철도공단 계약기준 개정…“저가 입찰 없애 적정 공사비 보장한다”,3
939,종심제 대상 공공공사 내년부터 하도급 입찰결과 공개,3
940,해체공사 현장점검 의무화된다…‘광주참사 방지법’ 국회 통과,3
941,“공공공사 대금 ‘설 명절’ 전 조기지급한다”,3
942,작년 3분기 건설공사 계약액 65조…전년 대비 12.2% 증가,3
943,내년 상반기 공공공사 발주 쏟아진다,3
944,“기산일은 하도급공사 완공일·수급인 목적물 인수일” 명문화,3
945,조달청 시설공사 관급자재 선정에 공정성 강화한다,3
946,공공공사 불공정하도급 뿌리가 안뽑힌다,3
947,“문화재수리공사 입찰시 적격심사 서류 안내도 된다”,3
948,하자담보책임 기산일 ‘하도급공사 종료일’로 명문화,3
949,‘LH 혁신’ 본격화…토지적성평가 검증업무 국토정보공사로 이관,3
950,국토부 건설공사 발주 세부기준 일부 개정 고시,3
951,김주영 의원 “갑질 방지 위해 공공공사 표준하도급계약서 의무화”,3
952,경기도 건설공사 예산 낭비 막는다…‘총사업비 관리지침’ 시행,3
953,전문공사 발주 시 주력분야 요구 가능해져,3
954,내년 대업종화 대비 제도정비 착수…“대업종화 공사는 전문공사로 발주돼야”,3
955,국토부 종합·전문 상호진출 따른 공사실적 인정기준 개정안 행정예고,3
956,“조달청 시설공사 입찰이 쉬워진다”…내역서 작성 설계서 전자열람 지원,3
957,조달청 발주처에 적정 공사기간 산정 서비스…대형공사에도 의무 적용,3
958,공동주택 관리·공사업체 선정 시 전자입찰 의무화,3
959,“종합업체 참여 배제 2억 공사는 순공사비로 산정·무기한 유지를”,3
960,복합유지보수공사에 전문건설도 입찰 참여 가능,3
961,정부 “지역 중소건설사 대형공사 입찰기회 늘린다”…규제개혁 속도,3
962,신규사업자 아파트 유지·보수공사 입찰참여 길 넓어진다,3
963,경기도 건설공사 예산 절감 정책효과 극대화 위한 TF 운영,3
964,3억 미만 공사 현장 건설기술인 중복배치 3곳서 2곳까지만 허용,3
965,“인지세 도급인도 절반 내야”…‘민간공사 표준도급계약서’ 개정안 행정예고,3
966,건설공사대장 통보 항목 축소…국토부 규제혁신 과제 의결,3
967,상반기에 몰려 자잿값·인건비 상승 등 부작용 남겨…공공공사 조기 발주의 역설,3
968,조달청 나라장터 종합·전문 상호시장 진출 공사 입찰시스템 개선,3
969,안도걸 기재차관 “공공공사 코로나19 검사비 지원…민간도 기대”,3
970,홍남기 “철골·구조물공사업 등 6개 전문건설업종도 중기 정책자금 지원할 것”,3
971,문 대통령 “공사현장 폭염 대비 만전…공사 중지 등 조치 강구하라”,3
972,하자담보책임 기산일 ‘하도급공사 종료일’로 명시,3
973,“건설업체 입찰부담 완화하고 공사비 산정방식 개선한다”,3
974,‘위험 공사장’ 개별민원 단체장이 직접 관리 의무,3
975,‘일한 만큼 대가 받는다’…정부 공사비 산정 개선,3
976,경기도 하반기부터 재량권 활용해 100억 미만 공사비 5% 삭감한다,3
977,업계 반대에도… 유지보수공사 실적신고 키스콘 이관,3
978,공사비는 셈법 놀음 아니다,3
979,이종배 의원 ‘해체공사 상시감리 의무화법’ 발의,3
980,소 잃고 외양간 고치기…“해체공사 상주감리 법안 처리중”,3
981,법원 “LH 아파트 공사비 내역 등 정보 공개하라”,3
982,오세훈 서울시장 “해체공사때 상시감리 의무화”…법 개정 건의,3
983,자재비 올라도 ‘공사비 보전’ 벽 너무 높다,3
984,100억 이상 건설공사 공기 적정성 심의 의무화,3
985,공사비 반영 고용보험료 요율 8년 만에 인상,3
986,국회의원과 식사로 임대 잡수입 145만원 사용 등…SH공사 임대아파트 관리 ‘엉망’,3
987,건자재값 상승 철근 등 수급비상… 공사 중단 속출,3
988,농어촌공사 건설공사 발주 시 종합·전문 건설업간 칸막이 없앤다,3
989,“올해도 폭우 이변 올라” 공사현장 선제대비,3
990,전문건설 10억 미만 종합공사 진출때 종합건설 등록기준 면제,3
991,“공공계약 수의계약 기준 전문공사 2억원까지 확대”,3
992,“전문건설사업자 100억원 이상 종합공사 참여때 기본점수 부여”,3
993,철도공단 건설 업역폐지 따른 공사분야 계약기준 5일부터 시행,3
994,“학교공사 빈도 줄인다”…서울교육청 ‘학교단위 시설개선’ 추진,3
995,정부 “2억 미만 전문공사 종전대로 발주” 독려,3
996,제 수당은 당연히 공사비에 반영돼야,3
997,“공공공사 입찰결과 공개하고 하도대 지급수단·시기 명시”,3
998,권익위 “소형 관급공사 저가계약 개선하라”…정부·지자체에 권고,3
999,조달청 공사비 민관 협업 TF 운영…“건설업계 의견 적극 반영”,3
1000,공공공사 계약 부당특약 여전…비용 전가·야간작업 요구 등,3
1001,조달청 건설업역 개편 맞춰 ‘시설공사 적격심사세부기준’ 등 5개 기준 개정,3
1002,조달청 발주 전 공사비 감액 관행 없앤다,3
1003,“전문업체 종합공사 손쉽게”…이달 중 대업종화 시범사업 발주 스타트,3
1004,법정수당 늘어도 공사비 반영 외면…사업주들만 중간에서 속앓이,3
1005,공공 시설공사 발주 윤곽… 예산집행 빨라진다,3
1006,공기연장·정책변경에도…‘추가공사비 하도급사에 전가’ 갑질 기승,3
1007,지자체 공사 시 하도급법 위반업체 부정당제재 강화,3
1008,건설공사 표준시장단가 2.06% 인상…공사비 변동 빨라져,3
1009,새해 업역폐지 공사발주 본격화한다… 정부 세부 기준 마련,3
1010,주계약자 공동도급 대상 300억원 이상에서 ‘모든 공사’로 확대,3
1011,전문건설 2022년부터 대업종으로 업종전환·공사발주 시작,3
1012,종합공사 발주 시 입찰공고문에 주된 공사 업종·구성비율 담아야,3
1013,업역폐지 1차 시범사업 9건 입찰결과 보니…전문·종합 각자 영역 공사서 강세,3
1014,기대와 우려 속 “공사기간 산정기준 정하자” 공감대 형성,3
1015,발주자가 공사관리 책임… 법제화 본격 논의,3
1016,건설사업주 ‘부실공사 벌점’ 합산 방식으로 변경…2023년부터 적용,3
1017,국토부 아파트 보수공사 입찰공고문 표준화 등 규제개선 17건 추진,3
1018,홍남기 부총리 “공공계약 수의계약 기준 전문공사 2억원까지 확대”,3
1019,서류작업 많은 공사대장 통보제에 건설사들 “공사는 언제 하나”,3
1020,적정은 ‘적정공사비’부터,3
1021,발주기관 공사기간 산정 근거 명시 의무화,3
1022,전기·통신·소방공사 ‘지역제한입찰’ 10억 미만으로 확대,3
1023,공공기관 공사대금 추석 전 조기 지급한다,3
1024,183개 이상 공공기관 공사대금 조기지급 등 추석 민생대책 적극 뒷받침,3
1025,소방시설 전문업체가 1차 도급받아 바로 공사한다,3
1026,조달청 종심제·종평제 공사 입찰가격 심사결과 공개 확대,3
1027,코로나로 공공공사 불공정·체불 점검 올스톱…업계 “하도급 보호 공백” 우려,3
1028,기후변화 고려해 공사 기준·계약제도 재정비해야,3
1029,공공공사 계약 때 공기 산출근거 명시 의무화,3
1030,SH공사 분양아파트 준공 건설원가 61개 항목 최초 공개,3
1031,업역폐지 시범사업 스타트…종합공사에 전문업체 참여 길 열려,3
1032,건설업역 폐지 첫 번째 ‘전문업체의 종합공사 참여’ 시범공사 발주,3
1033,공공기관 내년부터 창업기업 제품·공사·용역 8% 이상 구매해야,3
1034,철도시설공단 “100억 미만 공사는 순공사원가의 98% 이상 투찰해야”,3
1035,대금직불시스템 민간공사로 본격 확대…하도급사 행정업무 부담 가중 대책 시급,3
1036,국토부 소액공사 실적신고 서류 간소화 등 건설규제 혁신방안 마련,3
1037,7월부터 공공공사 계약 시 표준하도급계약서 사용 의무화,3
1038,서울시 공공사업 참여자 계약 과정 정보 문자로 받는다,3
1039,종합공사 5건 전문건설사에 입찰길 열려…업역폐지 시범사업 추진,3
1040,민자 공사서 종합업체 간 ‘하도급 꼼수’,3
1041,소방시설공사는 다른 업종과 분리발주해야…‘부실시공 예방’,3
1042,공공공사 발주기관 ‘선금 지급 확대’ 확산,3
1043,100억 미만 공공공사 ‘순공사원가’ 보장한다,3
1044,지자체 공사·용역 계약금 선지급 80%까지 확대된다,3
1045,공공공사 대금 지급 시 전자조달시스템 사용 의무화,3
1046,건설근로자 퇴직공제부금 일액 6500원으로 인상…의무 적용 공사도 확대,3
1047,하도급 적정성 심사제 있어도 공공공사서 저가계약 여전,3
1048,일요일에 공공 건설공사 못한다…국회 국토위 건진법 개정안 의결,3
1049,공사비 빨리 주겠다는데 미수금이 줄지 않는다,3
1050,세종시 100억원 이상 관급공사에 지역업체 참여율 49% 의무화,3
1051,승강기설치공사 공동수급 시 하도급 적정성 검토 의무화,3
1052,국토부 공사 선금지급 확대‧절차 간소화 등 코로나19 대책 추진,3
1053,중소 공사 ‘간이형 종심제’ 공공발주 본격화…올해 5조 규모 발주,3
1054,코로나19로 짧아진 방학…학교공사 계획 조정 불가피,3
1055,“소독‧방역 위한 공사중단 수용하고 공사비 조정까지 반영해야”,3
1056,“분쟁 줄고 적정공사비 효과 입증” 지자체들 주계약자제도 도입 확산,3
1057,못믿을 발주자…민간공사 직불합의 피해 속출,3
1058,코로나19로 민간공사 지연시 지체상금 부과 못해,3
1059,코로나19로 공사중단 땐 공기연장·계약금 증액,3
1060,새만금개발청 대형공사 건설사에 지역업체 공동참여 요청,3
1061,올해 공공공사 31조7000억 규모 발주…전년대비 12.5%↑,3
1062,LH 역대 최대 20조5000억원 공사‧용역 발주…작년의 2배,3
1063,종합·전문 동등관계 형성…분쟁 줄고 적정공사비 확보 효과 컸다,3
1064,조달청 ‘적정 공사기간 검토 서비스’ 시행,3
1065,정부 “코로나19로 공공공사 중단 땐 추가비용 보전”,3
1066,공공공사 ‘코로나19’로 늦어지면 추가 비용 보전해준다,3
1067,원청이 공공공사서 하도급대금 떼먹어도 발주자는 방관,3
1068,정부기관도 지자체도 공사 조기발주… 건설투자로 경기불씨 지핀다,3
1069,주택도시보증공사 하도급대금지급보증료 3% 인하,3
1070,소방공사 착공신고 시 소방당국에 하도대 지급보증서 제출 의무화,3
1071,조달청 ‘간이형 종합심사낙찰제’ 시행…100억원 이상 공사로 확대,3
1072,공공공사 착공준비기간 20일 부여…용지 확보 등 업무 전가 행위 금지,3
1073,“공사대금 못받을 걱정 끝”…건설공제조합 ‘민간공사대금채권공제’ 출시,3
1074,민간발주자의 공사대금 지급보증 의무화…내년 11월부터 시행,3
1075,중기옴부즈만 해외공사 중기 보고의무 간소화 추진,3
1076,“하도급공사를 자재·납품 계약으로 하자” 원청 부당이득 꼼수 증가,3
1077,정비사업 공사비 10% 이상 증액할 땐 적정성 검토해야,3
1078,적정 공사비·공기 보장 하도급에 혜택 가야,3
1079,“아파트 마감하자는 공사지연 탓” 국토부 감리 업무 내실화 추진,3
1080,정부 공공공사 ‘적정 공사기간 반영’ 제도개선 박차…내년부터 적정 공기 반영 기대,3
1081,하도급법 위반 업체 공공공사 입찰 제한…국가계약법령 17일부터 시행,3
1082,불량레미콘 하자땐 시공사만 책임 제조사는 처벌할 근거가 없다,3
1083,하도급사 민간공사서 대금지급시스템 이용했더니…이익은 줄고 경영정보만 노출,3
1084,생소한 공사서 ‘노무공량 빼돌리기’ 신종 갑질 성행,3
1085,해외인프라도시개발지원공사 케냐서 인프라협력센터 열어,3
1086,조달청 한주간 47건에 2635억원 공사 입찰 집행,3
1087,수자원공사 불공정 해소위해 주계약자 공동도급 의무화,3
1088,조달청 공공공사 공사손해보험 가입 의무화,3
1089,건협 “근로시간 단축 제도 시행 후 발주공사부터 적용해야”,3
1090,장기 공사중단 ‘과천 우정병원’ 정비사업 드디어 착공,3
1091,조달청 한주간 59건에 1674억원 공사입찰 집행,3
1092,하도급사에 대금 부당전가 공공공사서도 은밀히 확산,3
1093,국토부 카타르 정부와 MOU 2건 체결···중동 잭팟 이어간다,3
1094,국토위 국감 일정 확정···양평고속도 관련 증인 채택,3
1095,국토부 새만금 기본계획 재수립 연구용역···“사업타당성 볼 것”,3
1096,국토부 전국 8개 정비사업조합 점검···부적격 사례 110건 적발,3
1097,국토부 ‘원팀코리아’ 8월 말 ‘우크라 재건 협력단’ 파견 추진,3
1098,타워크레인 조종사 불법점거도 자격 정지···국토부 가이드라인 보완,3
1099,국토부 기업 활동 애로 해소 위한 6개 분야 규제 개선,3
1100,국토부 ‘K-개발플랫폼’ 우크라이나 재건과 국제무대에 공유한다,3
1101,국토부 기계설비산업 정보체계 구축…10일부터 지자체 대상 설명회 개최,3
1102,국토부 “타워 조종사 고의적 작업 지연 때 자격정지 처분할 것”,3
1103,국토부 우크라이나 교통인프라 재건 위한 고위급 회담 참여,3
1104,국토부 타워 태업에 초강수 대응…조종사 부당 ‘태업’시 1년 면허정지 가능,3
1105,국토부 올해 노후 기반시설 성능개선 사업 8개 선정,3
1106,국토·해수·환경·과기·농식품·보훈 ‘A등급’…여가·방통·권익 ‘최하’,3
1107,원희룡 국토부 장관 이라크·카타르와 인프라 분야 협력 강화 논의,3
1108,국토부 ‘소방관 진입창 유리 두께’ 등 복잡한 규제 개선한다,3
1109,국토부 연내 조직개편…모빌리티자동차국·도심항공교통정책과 신설,3
1110,국토부 “화물연대 파업 철회 찬반 투표 현명한 판단 기대”,3
1111,사고 시 국토부·고용부에 중복신고…부처 간 정보공유가 그렇게 힘드나,3
1112,국토부 대광위 고급 BRT R&D 성과 활용 위한 정책토론회 6일 개최,3
1113,국토부 2차관 시멘트 공장 현장 점검 “조속히 업무 복귀해야”,3
1114,국토부 건산법 시행령 개정안 입법예고…행정처분 기준 명확화·장비등록 개선 등,3
1115,국토부 ‘2022 스마트 인증’ 도시 9곳 서비스 4개 선정,3
1116,도시재생사업 새판 짠다…국토부 사업유형 2개로 통폐합,3
1117,신임 국토위원장에 김민기 의원…여·야 후반기 원 구성 완료,3
1118,“민간 도심복합사업에 특례를”…국토부 새 정부 업무보고,3
1119,국토부 전원 민간위원으로 구성된 ‘규제개혁위’ 신설,3
1120,국토부 “산하 공공기관 자체 혁신 국민 눈높이에 못미쳐”…민관합동 검증 돌입,3
1121,국토부 분양가상한제 합리화 방안 제도개선 후속조치 추진,3
1122,원희룡 신임 국토부장관 취임 “주거안정·미래혁신 중점 추진”,3
1123,원희룡 국토장관 취임…“100일내 ‘250만호+α’ 공급계획 발표”,3
1124,국토부 UAM 전담조직 ‘도심항공정책팀’ 신설,3
1125,윤 정부 국토부 장관에 원희룡 인수위 기획위원장 등 1차 인선,3
1126,윤성원 국토부 제1차관 “한·터키 인프라 협력 강화”,3
1127,국토부 도로 포트홀·차선 보수에 예산 우선 투입한다,3
1128,국토장관 “광주 붕괴사고 현대산업개발에 가장 강한 패널티 줘야”,3
1129,대토 보상 대상자 국토부·LH 직원 제외…국회 본회의 통과,3
1130,내년 국토부 업무 추진 방향…‘주거안정·지역균형발전’ 방점,3
1131,“도심 만성 교통체증 해소”…국토부 광역교통시설 접근성 강화,3
1132,국토부 본부 전원 부동산 재산등록…국토부 혁신방안 마련,3
1133,국토부 광주 붕괴사고 원인 규명 착수…재발방지책도 논의,3
1134,국토부 “철근 수급 불안에 총력 대응”,3
1135,문재인 대통령 노형욱 국토교통부 장관 임명,3
1136,문 대통령 총리 김부겸·국토 노형욱 지명…변창흠 장관 퇴임,3
1137,국토부 발주 세부기준 개정 고시…전건협 “보호장치 더 강화를”,3
1138,국토부 부동산 불법감시 조직 이르면 내달 6일 출범,3
1139,국토부 2차관에 황성규 대도시권광역교통위 상임위원…대통령 차관급 8명 인사 단행,3
1140,국민권익위 국토부 산하 25개 공기업 채용실태 특별점검 실시,3
1141,국토위 ‘미공개 정보이용 투기시 최대 무기징역’ 법안 의결,3
1142,변창흠 국토장관 사의표명…문 대통령 사실상 수용,3
