title,topic_idx
고성군 조선산업특구 사업 큰 걸림돌 해소,2
울산시 세계조선포럼 관련 오피니언 리더 간담회 개최 ,2
MSC가 대우조선 크루즈선 건조 시장 진출 도와주고 있다고?,2
오리엔트조선 광양조선소 기공식 가져,2
STX엔파코 무재해 1000일 달성,2
2010/12년 인도 물량 병목 현상 크게 걱정할 일 아니다,2
STX조선 '글로벌 톱'을 향하여! ,2
고성군 조선산업특구 사업 큰 걸림돌 해소,2
中 전체 오더북의 56% 차지하고 있는 신흥 조선소들의 향배에 관심 집중,2
조선소 일감이 쌓이는데 왜 보험 업체가 걱정? - 3월 3일자,2
벌크시장 수퍼사이클 계속 될 것 - 3월 3일자,2
선주들이 돈 못 내면 딴 사람에게 팔면 된다 - 3월 12일자,2
단일선체 탱커 리모델링 붐 완전히 탄력 잃었다 - 3월 4일자,2
세계 3대 '컨'선사 태평양 항로서 뭉쳤다 - 3월 5일자,2
2010년 이후 인도 예정 '컨'선 중 적기 인도 안될 '컨'선 많다,2
태평양 항로 '컨'선사들 사상 초유의 적자 기록으로 피멍들어 - 3월 10일자,2
세계 2 3위 '컨'선사 메가 '컨'선 매매 및 용선 거래 할 듯 - 3월 11일자,2
세계 3대 '컨'선사 참을성에 한계 다다랐다 - 3월 11일자,2
드라이벌크 운임 금년말에는 사상 최고 기록한다 - 3월 14일자,2
국적 벌크선사들 운임 시장 밝게 보고 용선 활동 적극적,2
세계 3대 '컨'선사 추가로 선박 공유 서비스 더 늘릴 듯,2
CMA CGM 대서양 항로서도 Maersk와 동고동락하기로,2
日 선사들 신조 발주시 자기자본 비율 높여가고 있다,2
Club Cruise가 한국에 발주하려던 크루즈선 3+3척 물 건너갔다,2
컨테이너선 시장 소형선 보다 대형선이 더 전망 밝다,2
인도 국적 선대 규모 2012년까지 2천만gt 되기 위해 200억달러 소요,2
현 오더북중 15~20%는 영영 인도되지 못할 것,2
세계 5위 '컨'선사 Hapag-Lloyd는 누구 손으로?,2
정기선 업계 실력자들은 향후 시장을 밝게 보고 있다,2
지금 선박 발주하려면 용기가 필요하다,2
중국 조선 산업의 빛과 그림자,2
과연 런던의 엑소더스는 시작되는가?,2
조선업계의 향후 몇 년은 '불안한 평온',2
조선(造船)의 힘은 그리스에서 나온다?,2
VLCC 운임 2010년 이후에는 V자형 상승 곡선 그릴 것,2
봄날은 간다. 그러나 그 전에 그리스 선주들의 대규모 탱커 발주 소식 듣게 될 것이다,2
로로선에 기회있다,2
3인 3각 릴레이 난해한 방정식 어떻게 푸나?,2
대한해운 VLCC 국내 조선소에 곧 발주,2
달러가 선가에 미치는 영향은 최소화 돼,2
日의 세계 6위 조선소 탄생이 가까워지고 있다,2
한진중 Mindanao 프로젝트 향후 몇 년간 근로 4만명 소요,2
[SCI 후속 보도] SCI 합작조선소 건립 파트너 상반기 중 최종 결정,2
中 선박 인도 지연은 경영진의 책임,2
지난해 납기 예정 선박 중 1천만dwt가 인도 불발,2
인도 SCI 인도에 합작 조선소 설립 위해 STX와 협상중,2
高船價가 조선소들의 바람(wish)이라면 그대로 이루어지이다,2
BIMO 제정 건조계약서 처음으로 정식 사용,2
도대체 벌크선이 안팔린다,2
Goldenport·Jinhui Shipping 벌커 신조선 투자 뚝!,2
크루즈 산업은 유럽인들의 생명을 지켜줄 구명정?,2
벌크선 시장에서 2010년은 재앙인가 기우인가,2
유럽 조선업계가 유럽의 젊은이들에게 告함,2
OK LNG 프로젝트 현재로선 최종 투자 결정 시기마저 불투명,2
Woodside 각종 LNG 프로젝트 곧 최종 투자 결정 내릴 듯,2
'White Elephant'로 전락한 단일선체 VLCC의 마지막 행로,2
인도네시아 BLT 국적 선사 2곳 인수 노려,2
국내 물류 기업 M&M 크로아티아조선소 인수 추진,2
2009년에는 선가 내려갈 것,2
도전적인 선주 Nobu Su의 공세적 전략 탱커 시장에서도 먹힌다,2
'Made In Korea' 라벨 붙은 영국해군함정 바다 누빌 날 고대한다,2
VLOC가 케이프사이즈의 권위에 도전하다,2
최근 신조 시장 탱커 부상하는 가운데 시장 주도권은 여전히 벌크선이 장악,2
신조선을 '땡'처리하는 희유한 일 벌어질지도,2
대우조선 영국 사상 최초 해외 발주 군함 6척 수주할 듯,2
지난해 벌크 시장이 얼마나 좋았길래...,2
드라이벌크 운임 전망 전 선형서 '쾌청',2
탱커 시장 전망 금년은 좋은데 내년은 좀...,2
NOL 금년 중 메가 '컨'선 발주에 최소 4억달러 투입할 듯,2
선가 상승 분위기가 신조 시장 주도,2
한국의 EU 시장 진출 허용하면 유럽 조선은 종언 고할 것,2
현대중 메가 '컨'선 수주는 향후 메가 '컨'선 수요 증가 신호,2
세계 정기선 시장 앞날 결코 어둡지 않다,2
중국이 춘절 맞으니 탱커 시장도 하품,2
신조선 시장 탄력 받기 시작했다,2
中國이 日本은 쉽게 제친다. 그러나 韓國은 아니다,2
해운사 대형선박 확보하려면 다양한 금융기법 동원해야,2
드라이벌커 선주들 대다수 시장 상승 확신,2
이미 발주된 메가 '컨'선 선박 금융 제대로 받을지 의문,2
메가 '컨'선 발주 선주 용선료 내릴 수밖에 없을 것,2
선주들은 운항 효율 높은 선박 개발에 재원 쏟아 부어야,2
美國은 이미 경기후퇴기에 돌입했다,2
Target Marine “SPP 발주선 resale 시장에 내놓은 적 없다”,2
미국이 경기 침체 빠져도 드라이벌크 시장은 끄덕 없다,2
메가 '컨'선 건조 상담 아직 탄력 잃지 않았다,2
Fincantieri “백기사로 나서 Aker 구출하겠다”,2
그리스 선주들 벌크선 사냥에 싫증났나?,2
2007년 중 신조 발주 LNG선은 25척에 불과,2
상당수 벌크선 발주 취소 또는 지연될 것,2
삼손을 데려와도 제 때 다 해내지 못할 일들,2
케이프사이즈 운임 지수 하루 상승폭으로는 사상 최대치 상승,2
단일선체 탱커 해체 가속화 될 듯,2
주요 벌크 선사 CEO들 드라이벌크 시장 낙관,2
드라이벌크선 오더를 VLCC로 전환하려는 선주들이 나올 수도,2
옵쇼어 부문 투자 열기 뜨겁다,2
우리 정부의 단일선체선 운항 규제 강화 탱커 대체 수요 발주 견인할 듯,2
드라이벌크 부문 금년에 새로운 기록 수립할 것,2
조선 업체들은 겸손하게 옷깃을 여밀 때가 되었다,2
국내 4개 조선소 향후 시장 변화 대비 VLCC 건조 시장 진출,2
“드디어 우리나라도 크루즈선 짓는다”,2
“드라이벌크 시장 4월 이후에는 정상 되찾을 듯“,2
드라이벌크 시장 침체는 세계 경제 체질 약화 때문,2
BDI 추락으로 단일선체 VLCC 개조 움직임 주춤,2
이중선체 VLCC 수입이 단일선체의 3배,2
소형 가스운반선 시장 활기,2
단일선체 유조선 올해부터 국내통항 어려워져,2
파키스탄 대형 조선소 2개 건설 관련 컨설팅사 물색,2
메가 '컨'선 시장 슬슬 불 지피기 시작한다,2
2007년의 축제 열기...올해는?,2
전 세계 13개 조선소 증시 상장 추진,2
“그들의 합병 협상은 두려움에서 시작되었다”,2
“일본 조선 업계 구조 조정 바람 다시 불까?”,2
“중국 조선소 선가와 지불 조건 옛날 같지 않다”,2
“크루즈선은 한국 조선이 번영으로 가는 여권이다”,2
한국은 지금 흰 장갑 끼고... 가위들고...크루즈선 테이프 끊으려고 도열해 있다“,2
“드라이벌크 운임 금년 중에 10% 오를 전망”,2
극초대형 광석운반선 발주되더라도 극소수 그칠 듯,2
현대상선·한진해운 올해 '컨'선 사상 최대 규모 확충,2
[LNG/LPG] 금년도 VLGC 시장 지난해 보다 전망 밝다,2
[Tanker] VLCC 운임 계속 오를 전망,2
미국의 저명 애널리스트들 한 목소리로 벌크선 시장 미래 낙관,2
“드라이벌크 시장 침체 희망의 빛이 될 수도“,2
Baltic Dry Index 추락의 결과는?,2
“Aker 급습한 STX를 격퇴하라“,2
“BDI 대 폭락 걱정 마라 ; 아직 펀드멘털은 건재하다”,2
왜 Economou는 벌커에서 옵쇼어로 사업을 다변화했는가,2
감속운항 정착돼도 엔진 크기는 그대로 유지될 것,2
드라이벌크 시장의 '대학살' 과연 올 것이 왔는가,2
“벌크선이 중국에게 왕관을 씌워주었다“,2
해운 억만장자 10여명 태어난 2007 해운시장 올해는 어디로 튈까 - 1월 2일자,2
2007년 중 '컨'선 571척 350만teu 발주,2
국내 해역 2011년부터 단일선체 유조선 운항금지,2
2008년 초 현재 세계 '컨'선복량은 1090만teu,2
세계 상위 20대 컨 선사의 선박확충 실적 및 전망,2
2008년 세계 경제 위기 봉착 허리띠 졸라매라,2
정부의 단일선체 규제 방침에 관련 업계 반발,2
2008년 해양지원선 시장 전망 밝다,2
드라이벌크 붐이 철없는 선주들을 유혹하고 있다,2
선주와 건조사 모두 신음하는 Maersk의 몸부림을 반면 교사로,2
'컨'시장 뙤약볕 내리쬐는 한 해 向해 항해,2
HSBC 드라이벌크 시장 전망 신중론 제시,2
日 건조 기술 차세대 이양에 역점 두겠다,2
“그리스선주들 손도 크고 눈도 밝네”,2
“폭주하는 벌크선 수요가 중국의 조선 실력을 일취월장시키고 있다”,2
대한민국 나는 왕이로소이다,2
LNG선 시장에 드리운 먹구름 2~3년 내 걷히기는 어려울 듯,2
고뇌에 찬 Evergreen의 결단 ; U-턴 하자,2
정기선사 연료비 절약 위해 항속 줄이는 대신 투입 선대 늘린다,2
세계적인 애널리스트가 본 2007년 해운시장의 10대 기록,2
오염 사고 아랑곳없이 VLCC 수요는 여전 - 12월 17일자,2
'컨'선복량 3년 후 지금보다 43.5% 증가 - 12월 18일자,2
2007년 11월 중 전 세계 탱크선 인도 물량 13척 156만dwt,2
가스운반선만 11월중에 선가 떨어졌다,2
2007년 12월 1일 현재 전 세계 오더북 1억7860만cgt,2
2008 드라이벌크 시장은 여전히 초강세 유지할 것,2
흔들리는 컨테이너선 왕국 소생의 길은 어디에?,2
메가 '컨'선 과잉 발주 불구 '컨'선 신조 발주는 계속 될 것이다,2
괴물 선박 메가 컨테이너선 이야기,2
EC STX의 Aker Yards 지분 인수 관련 심도 있는 조사 실시키로,2
선주들은 그동안 너무 교만했다,2
노르웨이선급 단일선체 VLCC로 개조해도 안전 '이상무',2
케이프사이즈는 2008년 신조시장에서도 메뉴 맨 상단 차지할 것,2
국내 조선업계 VLCC 과녁 향해 '거총' 자세 돌입,2
선박 금융 경색 나쁜 것만도 아니다,2
2007년은 해외 진출보다는 '고향에 뿌리박자'가 우세승,2
Hebei Spirit 사고 여파 VLCC 신조 발주 늘고 선가도 오를 전망,2
케이프사이즈 벌커 노익장의 열정을 불태우다,2
20년된 탱커 선체 위에 철광석을 싣는 것은 큰 문제,2
[컨테이너선] 태평양 항로 정기 선사들 운항비 증가로 서비스 감축,2
VLCC 시장 2년 만에 최고 기록 갱신,2
독일 선주들 바짝 얼었다,2
[컨테이너선] 컨테이너선 시장 2009년 3분기에 피크 온다,2
신조 예인선 수요 폭발적으로 증가,2
드라이벌커 시장 천장에 도달했나 숨고르기 하나?,2
대륙에는 지금 별들의 전쟁이 한창이다,2
케미컬 탱커 시장 급성장세 지속 전망,2
클락슨 벌크선 시장 사상 최고 호황은 중국 덕,2
내년도 벌크선사 실적 사상 최대 기록 전망-신영증권,2
그리스 선주들 11월 중 발주선 43척 중 37척이 벌크선,2
금융경색 때문에 드라이벌커 붐이 최소 2년 더 지속?,2
단일선체 탱커 운항 규제 강화 계획 없다,2
선박 금융 시장 냉기 금세 식을 것 같지는 않아,2
초대형 '컨'선 수요 이제 'La Fin',2
그리스 해운장관 그리스 해운업계 지원 강화하겠다,2
세계 최대 '컨'선사 Maersk 지금은 홍역을 치르고 있다,2
조선업계의 마지막 달력 한 장 연초의 기상 그대로 간직,2
드라이벌크 시장 붐은 미친 짓이며 오래가기 어려울 것이다,2
진도 군내 지방산업단지 조성공사 활발,2
향후 2년 내 LNG선 선복과잉 사태 온다,2
LNG용 버어쓰가 방출되고 있다,2
[발행인 코멘트] 선박 금융시장 위축 조선업계에 불똥 번질까 우려된다,2
1만TEU급 이상 '컨'선 발주잔량 163척,2
에버그린 1만TEU급 이상 초대형선 확보 나서,2
18000 teu급 '컨'선 출현 기술이 문제가 아니라 항만 인프라가 문제다,2
서브프라임 모기지의 유탄이 두렵다,2
[드라이벌크] 철광석 운반엔 역시 VLOC ; VLCC 개조는 단기 처방에 불과,2
中 신생 민영 조선소들은 믿는 구석이 있다,2
한국이 크루즈선 건조시장에 진출하도록 순순히 길 내주지는 않겠다,2
한국은 호락호락하게 물러설 상대가 아니다,2
중국 조선소들의 콧대는 클레오파트라의 콧대,2
중국에 조선소 짓는 해운회사들이 늘어나고 있다,2
폭풍우를 동반하는 한 줄기 희망의 빛,2
中 비약적인 발전에 고민도 따른다,2
핸디사이즈 벌크선 시장 틈새 시장으로 매력있다,2
[탱커] VLCC 선주들 오랜만에 웃었다,2
중동·남아시아 지역 '컨' 물동량 2020년에는 세계 전체의 40% 차지,2
드라이벌크  시장 호황 내년에도 지속된다,2
우리銀 국내 발주선박 관련 프로젝트에 투자할 3억弗 선박펀드 조성키로,2
드라이벌크 시장의 장래에 대한 확신 강철 보다 단단해요,2
향후 선박 펀드 시장 더욱 더 활성화 될 듯,2
탱커 운항 선사들은 9개월간 죽 쑤었다,2
中 신생 조선소들 선주들에게 달러화·유로화 2종 결제 요구,2
현대중 15억달러 수주 날아가버리나?,2
“선주들이여 미지의 신생 조선소들을 조심하라!”,2
독일 KG가 없었다면 세계적인 '컨'선사 NSC는 존재하지 못했을 것,2
중국 조선 하복부가 불량하다,2
GL 공세적 경영 위해 실탄 준비 끝!,2
초거대 '컨'선 속도 줄이는 것이 해운·조선업계의 지상 과제,2
섬성중 첨단 고부가 선박 고수는 우리의 자부심,2
EU 'LNG 연료 쓰는 선박 늘리기 프로젝트' 적극 추진,2
조선업계는 과거의 쓰라린 경험 맛보지 않기 위해 책임 있는 행동을 해야된다,2
선박 금융 시장에 얼음이 얼고 있다,2
[LNG/LPG 시장 동향] VLGC 시장이 회복되고 있다,2
2006년 말 현재 전 세계 '컨'선대 총 3970척 9422085teu,2
토종으로 남는 것이 생산성 R&D 설계 속도 등에서 훨씬 더 유리하다,2
광란의 드라이벌커 신조 발주 내년에는 이성 회복한다,2
[옵쇼어선 동향] 북해 지역 옵쇼어 지원선 수요 계속 증가 전망,2
서브프라임 모기지 신조 시장에 얼마나 불똥 튈까?,2
독일 선박금융 은행 '컨'선 돈줄 죄지만.....,2
결국 VLCC가 떠야 탱커 시장이 산다,2
전 세계 12000teu급 이상 '컨'선 수주잔량 100척,2
드라이벌크 시장 수요 & 공급 불균형 현상 생길 것,2
사상 최초로 53f '컨'박스 바다에 떴다,2
단일선체 VLCC 개조 생각보다는 현명한 일 아니다,2
파나마 운하 공룡 '컨'선에 맞추려고 갑문 크기 바꾸지는 않겠다,2
전 세계 케이프사이즈 수주잔량 400척,2
전 세계 LNG선대 2012년에 400척 이상으로 늘어날 전망,2
“LPG선 시장 준비 안된 파티에 손님만 먼저 도착“,2
Gulf Marine 대우에 발주한 VLGC 1척 또 케이프사이즈선으로 전환 발주,2
'컨'선 운항사들 Crisis? What Crisis?,2
현대중 국내 건조 고수 원칙 바뀌나?,2
중국 건조량 2010년경에는 2천만dwt로 늘어날 전망,2
BIMCO 새 건조 계약서 제정 발표,2
벌크 시장 변덕 부릴 때도 있지만 장기적으로는 성장세 지속된다,2
APL의 53 ft '컨' 도입 향후 '컨'선 건조시장에 어떤 영향 미칠까,2
많은 전문가들 드라이벌크 시장 경착륙 예상,2
“크루즈선 시장 성장 가능성 매우 높아“,2
2010년 납기 케이프사이즈 리세일 가격 1억달러대 육박,2
반잠수식 시추선 시장 전망 어느때보다 밝다,2
탱커 운항사들 향후 3년간 불확실한 미래 맞을 것,2
PCTC 당분간 공급 부족 현상 지속될 듯,2
드라이벌크 시장 급락 일시적 현상? 중장기 경고음?,2
터키조선산업 번성기에 접어들었다,2
세계적인 메가야드 꿈꾸는 필리핀 Subic Bay,2
‘Aker의 왕관에 박힌 보석’을 손에 넣으려면........ 다음 수순은?,2
“유럽의 대문 앞에 선 아시아인 ; 그러나 크루즈선을 물로 보지 마라”,2
향후 10년간 드라이벌크 화물 연평균 3.5% 증가 예상,2
MSC Maersk나 CMA에 비해 컨테이너선 평균선령 높아,2
지금 탱커에 투자하는 것이 돈을 더 많이 벌 수 있는 길이다,2
[해외선사동향] 인도 Essar Shipping 선대 다양화,2
伊 Fincantieri 드디어 올 것이 왔구나!,2
아시아 조선업계여 IMO에서 목소리 좀 높여봅시다!,2
새도장 기준 IMO에서 부결되자 조선업계 안도의 한 숨,2
STX 강회장은 의외의 승부수 한 방으로 경쟁자 제압했다,2
서브프라임 위기가 그리스 선주들의 신조 활동을 위축시키고 있다,2
드라이벌크 시장 아직도 더 치고 올라갈 여력 많이 남아 있다,2
이중선체 VLCC도 늙으면 VLOC로 리모델링,2
STX 강 회장 전광석화 같은 승부사 기질로 조선선진국에 깃발 꽂았다,2
케이프사이즈 시장 날마다 새 기록 쓰기도 바쁘다,2
케이프사이즈 발주량 현 선대의 7% 넘어 ; 이래도 발주할거야?,2
뜨거운 시장 덕분에 옛 동유럽 건조 벌크선 가격도 상한가,2
기록적인 초거대 '컨'선 발주 불구 시장은 아직 허기지다(10월 18일자),2
파나마 운하 확충하는 김에 폭 길이 더 높여라,2
STX팬오션 이례적으로 신문에 '선박 구함' 광고 게재,2
추가 부담하더라도 탱커를 벌크선으로 바꾸겠다,2
VLCC 시장 2010년 이후에 완전 회복세로 돌아설 것,2
벌커야 靑山 가자!,2
정상에 오른 파나막스선 선주들 오히려 좌불안석 왜?,2
탱커 시장이 움직이기 시작한다,2
우리나라 '컨'선 보유량 세계 12위,2
드라이벌커 시장 'non-stop party'는 계속될 것이다,2
STX팬오션 중국·인도 신규 컨테이너 노선 개설,2
'컨'선주들은 도대체 뭘 믿고 그렇게 강력한 폭탄 세례를 퍼부었을까,2
[드라이벌커 시장 동향] 드라이 벌커 선주들 입가의 미소 오래간다  - 10월 9일자 기사,2
[탱커 시장 동향] 파나막스 때문에 소형 핸디막스는 크게 위축될 것 - 10월 9일자기사,2
[탱커시장 동향] 고대하던 VLCC 시장 부활기대 한·중·일 연휴 때문에 물거품 - 10월 9일자 기사,2
[탱커시장 동향] 케미컬 탱커 시장 당분간 침체 면하지 못할 듯,2
[LNG & LPG선 시장 동향],2
[컨테이너선 시장 동향] 향후 3년간 '컨'선대 매년 14.3% 증가  - 10월 10일자,2
[탱커 시장 동향] 아프라막스 탱커 시황 연말쯤에는 회복된다  - 10월 10일자,2
'벌크선 가격 수준 쉽게 허물어지지 않는다,2
[드라이벌커 시장 동향] BDI 사상 최고치 기록,2
Evergreen 메가 '컨'선 도입 검토 ; 장회장 고집 때문에 신조선 보다는 용선으로,2
심정적으로 삼성은 이미 크루즈선 건조에 발을 들여놓았다,2
'컨'선 시황 낙관적으로만 보기는 어려워 - 10월 2일자,2
미들급이 헤비급 눌렀다,2
STX조선이 인도에 진출한다고?,2
KR 오회장 기대치 충족시키고도 남는 6개월간의 데뷔 이야기,2
C&그룹 드디어 일 내려나?,2
LNG선 ; 수요는 없다 그래도 가격은 떨어지지 않는다,2
현대중공업도 해외로 나가나?,2
전통의 세계 해운 서비스 수도 런던이 자리를 위협받고 있다,2
한국선박운용(주) 내년에는 펀드 수 2배로 늘린다,2
케이프사이즈 벌커 리세일 가격 1억4800만달러로 사상 최고치 기록,2
[해운시장동향] 드라이벌커 시장 연말쯤에는 상승 기세 더욱 더 고조,2
금년 한 해 세계 신조선 시장의 최고 압권은 Offen의 大 발주 드라마,2
국내 모 기업 인도네시아에 조선소 신설,2
[해운시장동향] 벌커 시황 잠시 쉬다 연말에는 다시 상승 기류 탈 것 -9월 20일자 뉴스,2
5900만달러 발주 선박 1억5천만달러 준대도 'No thank you',2
BV 향후 천연가스 수송선 시장 새 미래 개척해 나가겠다,2
VLGC 시장 노후선 퇴출과 물동량 증가가 시장 견인할 듯,2
PC 시장 2009/10년까지 안정세 유지 전망,2
끈질기게 버티고 있는 노후선들 퇴장은 언제?,2
국내 해운 선복량 2003년 이후 46% 증가,2
지금 탱커 시장엔 탱커 선사들을 소스라치게 놀라게 할 상황 연출되고 있다,2
VLCC시장 관전 포인트는 뭐니뭐니 해도 미국의 원유 수입량 추이,2
두가지 편견... 주전자에 끓는 물 같은 케이프사이즈 가격 때문에...,2
연말까지 VLGC 선복 수요 증가세 지속될 듯,2
케이프사이즈 용선료 상승세 굽힐줄 몰라,2
선주들 금리 올라 메가 '컨'선 발주 몸사릴까?,2
Maersk에 이어 MSC도 내년 4월이면 13200teu급 '컨'선 실전 배치한다,2
VLCC여 그래도 너의 미래는 밝으니...,2
한국도 선박 건조에만 올인 하지말고 선박 서비스 시장에도 눈을 돌려라,2
VLCC 시장 본격 회복은 2012년에나 가능,2
단일선체 VLCC의 향배가 향후 VLCC 시장의 캐스팅 보트,2
부정기선(tramper) 운항 선사들 전문 분야 따라 희비 엇갈려,2
VLCC -> VLOC 개조가 탱커 시장에 미칠 영향은?,2
日 선사·조선소·철강사 3위 1체되어 첨단 '컨'선 개발,2
과연 POSCO는 원탁의 기사가 될 것인가,2
세계 정기선 업계 실력자 Evergreen 중국에 조선소 짓는다,2
세계 '컨' 선대 2011년 초에는 1600만 teu 넘을 것,2
[해운시장 동향] 건화물 시장 전망 밝다,2
'신뢰의 위기'는 무슨 놈의 '신뢰의 위기',2
LNG선 신조 발주 앞이 안 보인다 ; 본격적인 발주는 2013년 이후 인도분 부터나 가능,2
현대상선 지난해 선복량 국내 최대,2
그리스 선주들 PC 신조 발주량 눈에 띄게 늘고 있다,2
소형 LPG선 2010년 이후엔 부족 현상 온다,2
초 대형 컨테이너선 고가 수주 이제 겨우 시작일 뿐,2
설비 확충은 황금 거위 죽이는 자충수 될 것,2
'내 것이 크냐 네 것이 크냐; 12500teu에서 14900teu까지 끝나지 않는 크기 경쟁',2
단골 손님 발길을 중국으로 돌리게 하고 싶지는 않다,2
누가 Offen의 수렵 욕구를 충족시킬 것인가,2
단골 손님 발길을 중국으로 돌리게 하고 싶지는 않다,2
현대중 수주선 13100teu급 4척 Maersk에 용선,2
中선사 초대형 선박 확보에 열올린다,2
참을 수 없는 한 여름의 허기; 지금의 조선시장은 마치 초콜릿 상자 같다,2
2010년 이후 소형 가스운반선대 공급량 달릴 듯,2
세계 정기선 업계 양대 거인 선복량 격차 줄어든다,2
일부 아시아 조선소는 벌써 파티가 끝날 때를 대비하고 있다,2
초거대 공룡 '컨'선 쇼핑 열기로 올 여름은 더 더욱 뜨겁다,2
우리가 설비확충 자제하는 것은 中에 경쟁력 확보할 시간 벌어주는 것,2
한국이 中國이기려면 전통적인 건조 부문 경쟁력도 동시에 유지해야,2
선주들마저도 놀라는 초대형 '컨'선 발주 경쟁,2
C&그룹 해운경영 노하우 수출한다,2
해운선사들 선박 밸러스트水 배출 국제협약 이행 시기 연기 요청,2
선주·조선소 쌍끌이 장세 이끈다,2
전 세계 건조 능력 2010년에는 5천만cgt 달할 듯,2
세계 상위선사 극초대형선 발주 자제,2
시황 호조로 건화물선 신조 발주 급증,2
클라이막스 향해 가속도 내는 대우조선해양 드라마,2
크루즈선 개발 프로젝트 정부의 우선 지원 대상으로 선정돼,2
케이프사이즈 선주들이여 염려 말라!,2
美 거대 투자자본 中 민영 조선소 파고든다,2
드라이벌커 시장 호황 2010년 이후는 장담 못한다,2
STX 베트남에 조선소 건립 계획설,2
中 자국 선대 확충 위해 외국 투자 적극 유치키로,2
메가 '컨'선 발주 경쟁에서 1 4위 선사 왜 머뭇거리나,2
삼성중 Angola LNG 프로젝트 LNG선 4척 수주 곧 확정,2
〔해운시장동향〕VLGC 스팟운임 5월 이후 정돈 상태,2
中 벌커 선사 中 조선산업 위해 가속 페달 밟아줘,2
중국에 일시 제압당했던 우리 조선업계 다시 기세 등등,2
〔해운시장동향〕태평양 왕복 항로 케이프사이즈 벌커 운임 회복세,2
러 2대 선사 합병,2
“얼어붙은 LNG선 신조 시장 언제 해동되나”,2
국내 빅3 NOL서 곧 1만teu급 '컨'선 8척 수주,2
러 해양산업 개혁 정책 강력 추진한다,2
Saade 12600teu급 '컨'선 대량 발주한 나의 결정은 옳았다,2
운임 폭락 불구 케이프사이즈 벌커 시장 장기적으로 끄덕 없다,2
국적선사 신조 투자 늘린다,2
러시아는 지금까지 그랬고 앞으로도 위대한 해양국가가 될 것이다,2
메가 박스선 발주 봇물 이룰 듯,2
러 푸틴 대통령 Sovcomflot·Novoship 합병 명령,2
우리 중형급 조선소들이 중국의 첫 번째 희생물이 될 것이다,2
누가 옳은가? STX-대우-삼성? 아니면 현대중공업?,2
STX : We are not heading to Vietnam,2
케이프사이즈 벌커 시장에 이상 기류,2
Cridland씨 탱커 시황 비관론 개진,2
신비에 싸인 CMA CGM-대우조선-삼성중-12500teu-8500teu? 커넥션,2
노르웨이 해운업계 세제시스템 개선에 미온적인 자국 정부에 실망,2
탱커 시장 불황 온다고? 불황은 무슨 불황....,2
한국 조선소들의 배 만드는 방법 전 세계가 찬탄하다,2
프랑스선급 연말경 세계 선급 중 최초로 증시 상장된다,2
터키 그리스에 필적하는 해양산업 파워 키운다,2
터키에 세계 두 번째 규모 조선소 들어선다,2
Supramax선 인기 상승 가도 달린다,2
전 세계 포스트파나막스 벌크선 수주잔량 급속히 증가,2
전 세계 광석운반선 수주잔량 58척으로 증가,2
신조선 붐 이 정도에서 해피엔딩으로 결말날까? 아니면...,2
STX조선 이번에는 kamsarmax선이다,2
단일선체 VLCC 수명 끝나기 전에 VLOC로 개조하는 사례 늘어,2
케이프사이즈 벌커 발주 행렬 어디까지 이어질까?,2
현대중 18만dwt급 케이프사이즈 벌커 2척 수주,2
현대중 벌크선의 강한 매력 앞에 무릎 꿇다,2
Kogas KC-1은 과연 멤브레인 적재시스템 시장의 골리앗 GTT를 무너뜨릴 것인가,2
美·伊·希 선주들 SPP를 지렛대 삼아 조선업계에 집단 시위?,2
〔해운시장동향〕MR 타입 PC 운임 회복세로 돌아서,2
〔해운시장동향〕케이프사이즈 벌커 운임 매일 매일 기록 경신,2
VLCC 잔치는 끝났다!,2
〔해운시장동향〕포스트파나막스 '컨'선 시장 저력 아직 탄탄,2
향후 광석 운반선 수요 계속 증가 전망,2
Fred Olsen·마루베니 아시아 지역서 FPSO프로젝트 공동 추진,2
인도 2010년까지 30만dwt급 건조 국가 그룹에 등록,2
현대·STX·한진 SCI 계약 물량 놓고 3파전,2
건화물선시장 폭발적 상승세 지속,2
핸디벌크선이 부족할 것이다,2
중국... 그 다음엔 인도가 케이프사이즈 시장 끌고 간다,2
세계 컨테이너선대 1천만TEU 돌파,2
Fomosa 그룹 해운업 본격 진출,2
신조선의 품질이 몸살을 앓고 있다,2
석유제품운반선 시장 호황 장기화 전망,2
향후 조선시황 더욱 뜨거워질 전망,2
독일 '컨' 선주들 총 17억5천만달러 규모의 모험 발주 감행,2
초메가톤급 '컨'선 8척 삼성중공업에서 건조한다,2
'컨'선 신조 시장이 되살아나고 있다,2
금년 중에 신조선가 상승행진 멈출 것이다,2
베트남 메콩델타 지역에 새 조선단지 건설공사 곧 착수,2
한진중 필리핀 경제 끌어올리는 巨木으로 우뚝서다,2
선복 과잉으로 해상 운송 비용 급락 전망,2
국내 해운업계 투자 확대 나서,2
5년내 Evergreen·Yang Ming 제칠 대형 대만 선사 등장,2
MOL LNG 현물 운송시장 낙관적으로 전망,2
유럽 크루즈선 방어진지 더욱 더 탄탄하게,2
KR 오 회장 재임중 반드시 선진선급 발돋움 위한 교두보 마련하겠습니다(下),2
우리 기업이 이라크 탱커 선대 재건 작업에 참여한다,2
왕년의 세계 조선 2위 대국 브라질 부활의 날갯짓이 힘차다,2
KR 오 회장 재임중 반드시 선진선급 발돋움 위한 교두보 마련하겠습니다,2
